"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_276484","B/Yamagata","Centers for Disease Control and Prevention","Institute of Environmental Science & Research"
"EPI_ISL_283373","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_284933","B/Yamagata","Centers for Disease Control and Prevention","Institute of Environmental Science & Research"
"EPI_ISL_281371","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_277639","B/Yamagata","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_282643","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_282020","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_276606","B/Yamagata","Centers for Disease Control and Prevention","National Institute for Communicable Disease"
"EPI_ISL_282327","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_278522","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_286282","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_277828","B/Yamagata","Centers for Disease Control and Prevention","California Department of Health Services"
"EPI_ISL_313332","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Victorian Infectious Diseases Reference Laboratory"
"EPI_ISL_281369","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_291567","B/Yamagata","Centers for Disease Control and Prevention","National Center for Laboratory and Epidemiology"
"EPI_ISL_277832","B/Yamagata","Centers for Disease Control and Prevention","Louisiana Department of Health and Hospitals"
"EPI_ISL_284957","B/Yamagata","Centers for Disease Control and Prevention","Institute of Environmental Science & Research"
"EPI_ISL_281368","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_283678","B/Yamagata","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_282964","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_281393","B/Yamagata","Public Health Agency of Canada (PHAC)","Provincial Laboratory of Public Health for Southern Alberta"
"EPI_ISL_288971","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_282244","B/Yamagata","Centers for Disease Control and Prevention","Louisiana Department of Health and Hospitals"
"EPI_ISL_288885","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_300283","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_282782","B/Yamagata","Centers for Disease Control and Prevention","ADPH Bureau of Clinical Laboratories"
"EPI_ISL_334840","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_290840","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_282215","B/Yamagata","Centers for Disease Control and Prevention","New Jersey Department of Health & Senior Services"
"EPI_ISL_305188","B/Yamagata","Centers for Disease Control and Prevention","Instituto Adolfo Lutz"
"EPI_ISL_285791","B/Yamagata","Centers for Disease Control and Prevention","National Microbiology Laboratory, Public Health Agency of Canada (PHAC)"
"EPI_ISL_334850","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_300290","B/Yamagata","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_284130","B/Yamagata","Centers for Disease Control and Prevention","State of Hawaii Department of Health"
"EPI_ISL_291305","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Austin Health"
"EPI_ISL_288287","B/Yamagata","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_287654","B/Yamagata","Centers for Disease Control and Prevention","Washington State Public Health Laboratory"
"EPI_ISL_290841","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_298686","B/Yamagata","Norwegian Institute of Public Health","Drammen Hospital / Vestreviken HF, Department for Medical Microbiology section Drammen"
"EPI_ISL_285815","B/Yamagata","Centers for Disease Control and Prevention","Minnesota Department of Health"
"EPI_ISL_300994","B/Yamagata","Centers for Disease Control and Prevention","ADImmune Corporation"
"EPI_ISL_290854","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_296819","B/Yamagata","Crick Worldwide Influenza Centre","UCD National Virus Reference Laboratory"
"EPI_ISL_284131","B/Yamagata","Centers for Disease Control and Prevention","State of Idaho Bureau of Laboratories"
"EPI_ISL_300999","B/Yamagata","Centers for Disease Control and Prevention","ADImmune Corporation"
"EPI_ISL_290851","B/Yamagata","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_285840","B/Yamagata","Institut Pasteur",NA
"EPI_ISL_287640","B/Yamagata","Centers for Disease Control and Prevention","Utah Department of Health"
"EPI_ISL_334874","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_301515","B/Yamagata","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_291074","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_300378","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Institute of Health"
"EPI_ISL_290554","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_292713","B/Yamagata","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_315071","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_300629","B/Yamagata","Crick Worldwide Influenza Centre","Finnish Institute for Health and Welfare, THL"
"EPI_ISL_297189","B/Yamagata","National Institute of Infectious Diseases (NIID)","Shiga Prefectural Institute of Public Health"
"EPI_ISL_288606","B/Yamagata","Centers for Disease Control and Prevention","Oklahoma State Department of Health"
"EPI_ISL_301000","B/Yamagata","Centers for Disease Control and Prevention","ADImmune Corporation"
"EPI_ISL_292466","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_296254","B/Yamagata","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_299856","B/Yamagata","Centers for Disease Control and Prevention","Shaikh Khalifa Medical City"
"EPI_ISL_304595","B/Yamagata","Crick Worldwide Influenza Centre","WHO National Influenza Centre"
"EPI_ISL_297190","B/Yamagata","National Institute of Infectious Diseases (NIID)","Nagano Environmental Conservation Research Institute"
"EPI_ISL_296279","B/Yamagata","Centers for Disease Control and Prevention","Pennsylvania Department of Health"
"EPI_ISL_306342","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Pathwest QE II Medical Centre"
"EPI_ISL_292215","B/Yamagata","National Institute of Infectious Diseases (NIID)","Center for Disease Control"
"EPI_ISL_292462","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_289159","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_307776","B/Yamagata","Centers for Disease Control and Prevention","Public Health Laboratory, Virology Unit"
"EPI_ISL_308654","B/Yamagata","Crick Worldwide Influenza Centre","Universidad de Valladolid"
"EPI_ISL_297195","B/Yamagata","National Institute of Infectious Diseases (NIID)","Niigata City Institute of Public Health and Environment"
"EPI_ISL_289586","B/Yamagata","Centers for Disease Control and Prevention","ADPH Bureau of Clinical Laboratories"
"EPI_ISL_299629","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_290557","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_305893","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_315076","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_298456","B/Yamagata","Centers for Disease Control and Prevention","Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud"
"EPI_ISL_296800","B/Yamagata","Crick Worldwide Influenza Centre","Centre for Diseases Control and Prevention"
"EPI_ISL_288733","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_296331","B/Yamagata","Centers for Disease Control and Prevention","Tennessee Department of Health Laboratory-Nashville"
"EPI_ISL_334777","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_291265","B/Yamagata","Centers for Disease Control, R.O.C. (Taiwan)",NA
"EPI_ISL_299715","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Research Institute of Tropical Medicine"
"EPI_ISL_304469","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_308616","B/Yamagata","Crick Worldwide Influenza Centre","Institut National d'Hygiène"
"EPI_ISL_293715","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_319900","B/Yamagata","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_334782","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334785","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_296315","B/Yamagata","Centers for Disease Control and Prevention","Arkansas Department of Health"
"EPI_ISL_296301","B/Yamagata","Centers for Disease Control and Prevention","Iowa State Hygienic Laboratory"
"EPI_ISL_306343","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Pathwest QE II Medical Centre"
"EPI_ISL_299627","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_335203","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334690","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_315208","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_305185","B/Yamagata","Centers for Disease Control and Prevention","Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud"
"EPI_ISL_309263","B/Yamagata","Crick Worldwide Influenza Centre","Central Virology Laboratory Israel (NIC)"
"EPI_ISL_308662","B/Yamagata","Crick Worldwide Influenza Centre","Swiss National Reference Centre for Influenza"
"EPI_ISL_298015","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_315183","B/Yamagata","National Institute of Infectious Diseases (NIID)","Tottori Prefectural Institute of Public Health and Environmental Science"
"EPI_ISL_306050","B/Yamagata","National Institute of Infectious Diseases (NIID)","Sakai City Institute of Public Health"
"EPI_ISL_334783","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_360943","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_295946","B/Yamagata","Centers for Disease Control and Prevention","Maryland Department of Health and Mental Hygiene"
"EPI_ISL_299630","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute of Medical and Veterinary Science (IMVS)"
"EPI_ISL_334776","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_300128","B/Yamagata","Centers for Disease Control and Prevention","Government Virus Unit"
"EPI_ISL_305899","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_299714","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Institute Pasteur du Cambodia"
"EPI_ISL_315064","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_300088","B/Yamagata","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_304479","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_298466","B/Yamagata","Centers for Disease Control and Prevention","Ministry of Health"
"EPI_ISL_299076","B/Yamagata","Crick Worldwide Influenza Centre","Refik Saydam National Public Health Agency"
"EPI_ISL_308636","B/Yamagata","Crick Worldwide Influenza Centre","Central Virology Laboratory Israel (NIC)"
"EPI_ISL_299072","B/Yamagata","Crick Worldwide Influenza Centre","Institut Pasteur d'Algerie"
"EPI_ISL_298024","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_293674","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_295762","B/Yamagata","Swiss National Reference Centre for Influenza","Swiss National Reference Centre for Influenza"
"EPI_ISL_15084589","B/Yamagata","Hospital Universitari Vall d'Hebron","Hospital Universitari Vall d'Hebron"
"EPI_ISL_306059","B/Yamagata","National Institute of Infectious Diseases (NIID)","Kagoshima Prefectural Institute for Environmental Research and Public Health"
"EPI_ISL_296633","B/Yamagata","Centers for Disease Control and Prevention","Pennsylvania Department of Health"
"EPI_ISL_298433","B/Yamagata","Centers for Disease Control and Prevention","Iowa State Hygienic Laboratory"
"EPI_ISL_306805","B/Yamagata","Centers for Disease Control and Prevention","Wyoming Public Health Laboratory"
"EPI_ISL_295968","B/Yamagata","Centers for Disease Control and Prevention","South Dakota Public Health Lab"
"EPI_ISL_394213","B/Yamagata","The University of Hong Kong","The University of Hong Kong"
"EPI_ISL_335077","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_394212","B/Yamagata","The University of Hong Kong","The University of Hong Kong"
"EPI_ISL_312751","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Laboratorio De Saude Publico"
"EPI_ISL_305898","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_315054","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_315051","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_315052","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_309269","B/Yamagata","Crick Worldwide Influenza Centre","Central Virology Laboratory Israel (NIC)"
"EPI_ISL_308735","B/Yamagata","Crick Worldwide Influenza Centre","Central Virology Laboratory Israel (NIC)"
"EPI_ISL_296807","B/Yamagata","Crick Worldwide Influenza Centre","Centre for Diseases Control and Prevention"
"EPI_ISL_314097","B/Yamagata","Crick Worldwide Influenza Centre","Laboratory Directorate"
"EPI_ISL_309270","B/Yamagata","Crick Worldwide Influenza Centre","Central Virology Laboratory Israel (NIC)"
"EPI_ISL_299071","B/Yamagata","Crick Worldwide Influenza Centre","Institut Pasteur d'Algerie"
"EPI_ISL_321801","B/Yamagata","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_308610","B/Yamagata","Crick Worldwide Influenza Centre","Institut National d'Hygiène"
"EPI_ISL_298070","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_300606","B/Yamagata","Crick Worldwide Influenza Centre","Institute of Public Health (Macedonia)"
"EPI_ISL_298697","B/Yamagata","Norwegian Institute of Public Health","Aalesund sjukehus"
"EPI_ISL_373145","B/Yamagata",NA,NA
"EPI_ISL_312189","B/Yamagata","National Institute of Infectious Diseases (NIID)","Fukushima Prefectural Institute of Public Health"
"EPI_ISL_297011","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_295980","B/Yamagata","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_360957","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_296378","B/Yamagata","Centers for Disease Control and Prevention","Montana Laboratory Services Bureau"
"EPI_ISL_312535","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Royal Darwin Hospital"
"EPI_ISL_312529","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Royal Darwin Hospital"
"EPI_ISL_296992","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334693","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_330593","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330597","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_315209","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_315077","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_299709","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_314417","B/Yamagata","Centers for Disease Control and Prevention","Shaikh Khalifa Medical City"
"EPI_ISL_307850","B/Yamagata","Centers for Disease Control and Prevention","Shaikh Khalifa Medical City"
"EPI_ISL_309086","B/Yamagata","Centers for Disease Control and Prevention","Shaikh Khalifa Medical City"
"EPI_ISL_308609","B/Yamagata","Crick Worldwide Influenza Centre","Institut National d'Hygiène"
"EPI_ISL_321802","B/Yamagata","Crick Worldwide Influenza Centre","National Institute for Communicable Disease"
"EPI_ISL_299118","B/Yamagata","Crick Worldwide Influenza Centre","Institute of Public Health"
"EPI_ISL_298072","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_293968","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_315188","B/Yamagata","National Institute of Infectious Diseases (NIID)","Toyama Institute of Health"
"EPI_ISL_295961","B/Yamagata","Centers for Disease Control and Prevention","Massachusetts Department of Public Health"
"EPI_ISL_298429","B/Yamagata","Centers for Disease Control and Prevention","Indiana State Department of Health Laboratories"
"EPI_ISL_300143","B/Yamagata","Centers for Disease Control and Prevention","Georgia Public Health Laboratory"
"EPI_ISL_295983","B/Yamagata","Centers for Disease Control and Prevention","Florida Department of Health-Tampa"
"EPI_ISL_297744","B/Yamagata","WHO National Influenza Centre Russian Federation","Ivanovsky Research Institute of Virology RAMS"
"EPI_ISL_308402","B/Yamagata","Central Research Institute of Epidemiology",NA
"EPI_ISL_297750","B/Yamagata","WHO National Influenza Centre Russian Federation",NA
"EPI_ISL_334792","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_297007","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_391622","B/Yamagata","The University of Hong Kong","The University of Hong Kong"
"EPI_ISL_334695","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_315210","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_330590","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_330601","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_322205","B/Yamagata","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_315059","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_315060","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_315085","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_299710","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Medical Research Institute"
"EPI_ISL_299092","B/Yamagata","Crick Worldwide Influenza Centre","National Centre for Disease Control and Public Health"
"EPI_ISL_316464","B/Yamagata","Centers for Disease Control and Prevention","Shaikh Khalifa Medical City"
"EPI_ISL_314641","B/Yamagata","Ministry of Health Turkey","Refik Saydam National Public Health Agency"
"EPI_ISL_314642","B/Yamagata","Ministry of Health Turkey","Refik Saydam National Public Health Agency"
"EPI_ISL_330336","B/Yamagata","Crick Worldwide Influenza Centre","Centre Pasteur du Cameroun"
"EPI_ISL_312468","B/Yamagata","Laboratoire National de Santé","Laboratoire National de Santé"
"EPI_ISL_298745","B/Yamagata","Robert Koch Institute Nationales Referenzzentrum für Influenza",NA
"EPI_ISL_302696","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_302268","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_390945","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_300934","B/Yamagata","Centers for Disease Control and Prevention","Colorado Department of Health Lab"
"EPI_ISL_303056","B/Yamagata","Centers for Disease Control and Prevention","North Carolina State Laboratory of Public Health"
"EPI_ISL_358362","B/Yamagata","Centers for Disease Control and Prevention","University of Michigan SPH EPID"
"EPI_ISL_300937","B/Yamagata","Centers for Disease Control and Prevention","State of Idaho Bureau of Laboratories"
"EPI_ISL_312749","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Queensland Health Forensic and Scientific Services"
"EPI_ISL_300174","B/Yamagata","Centers for Disease Control and Prevention","Russian Academy of Medical Sciences"
"EPI_ISL_308496","B/Yamagata","Central Research Institute of Epidemiology",NA
"EPI_ISL_322518","B/Yamagata","WHO National Influenza Centre Russian Federation",NA
"EPI_ISL_297739","B/Yamagata","WHO National Influenza Centre Russian Federation",NA
"EPI_ISL_391623","B/Yamagata","The University of Hong Kong","The University of Hong Kong"
"EPI_ISL_334797","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_298654","B/Yamagata","Centers for Disease Control, R.O.C. (Taiwan)",NA
"EPI_ISL_330598","B/Yamagata","Ministry of Health, Singapore","Ministry of Health, Singapore"
"EPI_ISL_338960","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_301514","B/Yamagata","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_315063","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_320179","B/Yamagata","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_328574","B/Yamagata","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_314943","B/Yamagata","Crick Worldwide Influenza Centre","Laboratory Directorate"
"EPI_ISL_330225","B/Yamagata","Centers for Disease Control and Prevention","Shaikh Khalifa Medical City"
"EPI_ISL_319684","B/Yamagata","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_17996234","B/Yamagata",NA,"Import from public-domain"
"EPI_ISL_330335","B/Yamagata","Crick Worldwide Influenza Centre","Centre Pasteur du Cameroun"
"EPI_ISL_319683","B/Yamagata","Centers for Disease Control and Prevention","CDC-Kenya"
"EPI_ISL_307148","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_298669","B/Yamagata","Institut Pasteur",NA
"EPI_ISL_312105","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_299453","B/Yamagata","Statens Serum Institute",NA
"EPI_ISL_390954","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_390990","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_390992","B/Yamagata","University of Tokyo, Institute of Medical Science","University of Tokyo, Institute of Medical Science"
"EPI_ISL_309785","B/Yamagata","National Institute of Infectious Diseases (NIID)","Saga Prefectural Institute of Public Health and Pharmaceutical Research"
"EPI_ISL_376939","B/Yamagata",NA,NA
"EPI_ISL_303054","B/Yamagata","Centers for Disease Control and Prevention","Montana Laboratory Services Bureau"
"EPI_ISL_361627","B/Yamagata","Centers for Disease Control and Prevention","Marshfield Clinic Research Foundation"
"EPI_ISL_303049","B/Yamagata","Centers for Disease Control and Prevention","Delaware Public Health Lab"
"EPI_ISL_312746","B/Yamagata","WHO Collaborating Centre for Reference and Research on Influenza","Clinical Virology Unit, CDIM"
"EPI_ISL_297740","B/Yamagata","WHO National Influenza Centre Russian Federation",NA
"EPI_ISL_334702","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334793","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_334796","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_330067","B/Yamagata","Centers for Disease Control and Prevention","WHO National Influenza Centre, National Institute of Medical Research (NIMR)"
"EPI_ISL_315211","B/Yamagata","National Institute of Infectious Diseases (NIID)","National Center for Laboratory and Epidemiology"
"EPI_ISL_305103","B/Yamagata","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_315080","B/Yamagata","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_322236","B/Yamagata","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_322237","B/Yamagata","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_313210","B/Yamagata","Centers for Disease Control and Prevention","National Public Health Laboratory"
"EPI_ISL_314938","B/Yamagata","Crick Worldwide Influenza Centre","Laboratory Directorate"
"EPI_ISL_316479","B/Yamagata","Centers for Disease Control and Prevention","Rafic Hariri University Hospital 4th floor DNA/Research Lab"
"EPI_ISL_330315","B/Yamagata","Crick Worldwide Influenza Centre","Centre Pasteur du Cameroun"
"EPI_ISL_330543","B/Yamagata","Centers for Disease Control and Prevention","IRSS"
"EPI_ISL_303387","B/Yamagata","UK Health Security Agency - Colindale","UK Health Security Agency - Colindale"
"EPI_ISL_314131","B/Yamagata","Crick Worldwide Influenza Centre","National Centre of Infectious and"
"EPI_ISL_312640","B/Yamagata","Cantacuzino Institute","Cantacuzino Institute"
"EPI_ISL_302280","B/Yamagata","Public Health Agency of Sweden",NA
"EPI_ISL_331597","B/Yamagata","National Institute of Infectious Diseases (NIID)","Gifu Municipal Institute of Public Health"
"EPI_ISL_373148","B/Yamagata",NA,NA
"EPI_ISL_373147","B/Yamagata",NA,NA
"EPI_ISL_312191","B/Yamagata","National Institute of Infectious Diseases (NIID)","Nagano Environmental Conservation Research Institute"
"EPI_ISL_312195","B/Yamagata","National Institute of Infectious Diseases (NIID)","Akita Research Center for Public Health and Environment"
"EPI_ISL_334798","B/Yamagata","WHO Chinese National Influenza Center","WHO Chinese National Influenza Center"
"EPI_ISL_376477","B/Yamagata",NA,NA
"EPI_ISL_301158","B/Yamagata","Public Health Agency of Canada (PHAC)",NA
"EPI_ISL_361837","B/Yamagata","Centers for Disease Control and Prevention","Children's Hospital of Pittsburgh UPMC"
"EPI_ISL_300965","B/Yamagata","Centers for Disease Control and Prevention","San Antonio Metropolitan Health"
"EPI_ISL_313623","B/Yamagata","Centers for Disease Control and Prevention","Russian Academy of Medical Sciences"
"EPI_ISL_297752","B/Yamagata","WHO National Influenza Centre Russian Federation",NA
"EPI_ISL_308741","B/Yamagata","Central Research Institute of Epidemiology",NA
"EPI_ISL_330295","B/Yamagata","State Research Center of Virology and Biotechnology (VECTOR)",NA
"EPI_ISL_391625","B/Yamagata","The University of Hong Kong","The University of Hong Kong"
